1979,1.3561905,0.093990052,0.17410312,1.0880973,1.6890854,1.5333906,1.5296519,1.0415665,0.39378667,0.094298737,0.003738693,0.15569472,0.002375,0.000305233,0,0.000644551,0,0,5.71E-06,0,0.000026,0,0,0.0003822,0.0372,0.08656,0.0049425,0.002997855,0.00021132,0.0118482,0.0041391,0.006997,0,0.0000454,0.00009375,0,0.00004992,0.00002739,0.00002378,0.0005585,-0.34168275,-0.031013531,0.16757046,-0.36328208,-0.066211094,0.021296233,-0.070042741,-0.58217772,0,0.31295793,0.067291734,-0.14008548,0.082708242
1980,1.466064,0.14813797,0.19308187,1.1248442,1.7379873,1.5718103,1.5678603,1.0706749,0.40079084,0.096394503,0.003950056,0.166177,0.00246,0.000318047,0,0.000705429,0,0,6.38E-06,0,0.000026,0,0,0.0004342,0.03985,0.091952,0.0056415,0.00313534,0.00025218,0.01204125,0.0047235,0.007728,0,0.0000501,0.00011685,0,0.0000672,0.000032175,0.00002441,0.0005625,-0.35217728,-0.031383453,0.16698312,-0.36943502,-0.06780559,0.020011163,-0.0705475,-0.58925716,-0.000302352,0.31909376,0.068495991,-0.141095,0.08209888
1981,1.4077614,0.079596302,0.17986937,1.1482957,1.7802152,1.6039258,1.5997495,1.0922769,0.40834992,0.09912273,0.00417632,0.17628934,0.002545,0.00033153,0,0.000769824,0,0,0.000006716,0,0.00002925,0,0,0.000494,0.0421375,0.09736,0.0064425,0.00327825,0.00029889,0.0122135,0.0051564,0.008488,0,0.0000546,0.00014385,0,0.000088,0.00003729,0.00002506,0.0005655,-0.36570447,-0.030934508,0.16208333,-0.37564947,-0.069159072,0.020725359,-0.072770104,-0.59571145,-0.001315763,0.32536893,0.069795895,-0.14554021,0.081187559
1982,0.71477621,-0.59142661,0.14232312,1.1638797,1.8180825,1.6314793,1.6270641,1.1090268,0.41605956,0.10197773,0.004415195,0.18660324,0.00263,0.000345705,0,0.000837737,0,0,7.00E-06,0,0.00003575,0,0,0.000559,0.0444625,0.102944,0.007335,0.00342395,0.00035091,0.012337,0.0055299,0.009234,0,0.0000626,0.0001746,0,0.00011232,0.000042735,0.00002573,0.000568,-0.36903798,-0.031012792,0.16327694,-0.38223639,-0.070432306,0.03178965,-0.080423074,-0.60820702,-0.003226458,0.33098142,0.071121945,-0.16084615,0.085011437
1983,0.40876639,-0.87621724,0.09982,1.1851636,1.8599582,1.6637356,1.659075,1.131041,0.42375755,0.10427651,0.004660575,0.19622263,0.002715,0.000360595,0,0.000909167,0,0,0.000007613,0,0.000039,0,0,0.0006292,0.04645,0.108208,0.0082815,0.00356655,0.00040779,0.01246115,0.0057795,0.01,0,0.0000722,0.00020925,0,0.0001416,0.000048675,0.00002642,0.00057,-0.37385145,-0.031387482,0.16532236,-0.3889932,-0.071723048,0.039758153,-0.086828236,-0.61895895,-0.00551124,0.33588726,0.072446249,-0.17365647,0.088849988
1984,0.95187721,-0.32000161,0.0546175,1.2172613,1.9038209,1.6976256,1.6927102,1.1557767,0.43073397,0.10619951,0.004915433,0.20619525,0.0028,0.000376222,0,0.000984116,0,0,8.25E-06,0,0.00004225,0,0,0.0007046,0.0484375,0.1136,0.0092955,0.00370915,0.00046989,0.0126451,0.006045,0.010834,0,0.0000808,0.0002484,0,0.00017584,0.000054945,0.00002713,0.000572,-0.37904842,-0.0323878,0.17163226,-0.39573031,-0.072995576,0.039956369,-0.089523366,-0.62689706,-0.008049713,0.34059036,0.07364663,-0.17904673,0.092245396
1985,1.2513234,-0.023216198,0.02268,1.2518596,1.9460602,1.7289789,1.7238038,1.1790812,0.43628635,0.1084362,0.005175064,0.2170813,0.00288,0.000392611,0,0.001062582,0,0,8.52E-06,0,0.00004875,0,0,0.0007826,0.0507125,0.1192,0.010629,0.0038564,0.00053658,0.01284985,0.006342,0.011693,0,0.0000911,0.00029325,0,0.00021488,0.00006138,0.000027865,0.0005735,-0.38170661,-0.033918438,0.18159889,-0.40225597,-0.074214457,0.038530856,-0.091447497,-0.63466854,-0.010883481,0.34490798,0.074602136,-0.18289499,0.096442943
1986,1.3423653,0.035044219,0.021625625,1.2856954,1.987577,1.7597102,1.7542676,1.2025127,0.44110016,0.11065469,0.005442605,0.22786682,0.00296,0.000409785,0,0.001144566,0,0,7.85E-06,0,0.000052,0,0,0.0008684,0.053025,0.124736,0.011985,0.0040114,0.00060534,0.01298115,0.006576,0.01257,0,0.0000999,0.0003456,0,0.00026,0.00006831,0.000028625,0.0005745,-0.38482657,-0.03547553,0.19087655,-0.40837642,-0.075344526,0.036602365,-0.093109011,-0.64184337,-0.013722402,0.34902495,0.075430654,-0.18621802,0.10027318
1987,1.4352832,0.065887969,0.047569375,1.3218259,2.034025,1.7945452,1.788815,1.23094,0.44563499,0.11223995,0.005730239,0.23947983,0.003045,0.000427766,0,0.001230067,0,0,7.56E-06,0,0.00005525,0,0,0.0009646,0.0557,0.130768,0.0132855,0.0041757,0.00067563,0.013143,0.006729,0.013483,0,0.0001215,0.00040635,0,0.00031168,0.00007557,0.000029405,0.0005755,-0.39004572,-0.037030671,0.19742045,-0.41389604,-0.076350873,0.034384169,-0.094572747,-0.64832214,-0.017052334,0.35306431,0.076211246,-0.18914549,0.10309098
1988,1.5760874,0.10598484,0.1045625,1.36554,2.0866217,1.8340618,1.8280315,1.2629696,0.44980999,0.11525192,0.006030297,0.25255982,0.00313,0.000446579,0,0.001319087,0,0,0.000008832,0,0.000065,0,0,0.0010608,0.058725,0.137104,0.015159,0.0043431,0.00074943,0.0133185,0.006978,0.014488,0,0.0001582,0.0004773,0,0.00036976,0.00008283,0.000030205,0.0005765,-0.39477974,-0.038716583,0.2039998,-0.4186175,-0.077198824,0.031187604,-0.095434244,-0.65392967,-0.021115236,0.3570056,0.076929977,-0.19086849,0.10567595
1989,1.7006148,0.12928901,0.16269312,1.4086327,2.1348923,1.8692282,1.8628979,1.289621,0.45379128,0.11948553,0.006330326,0.26566413,0.00321,0.000466245,0,0.001411624,0,0,1.07E-05,0,0.00007475,0,0,0.001157,0.061225,0.14344,0.017376,0.0045105,0.00082791,0.0134485,0.007302,0.015642,0,0.000198,0.0005607,0,0.00043408,0.000090915,0.00003103,0.0005775,-0.39731967,-0.040341172,0.21159564,-0.42234187,-0.077853929,0.027513424,-0.09589176,-0.65867174,-0.025364094,0.36089299,0.07761543,-0.19178352,0.10837097
1990,1.7456356,0.12654734,0.17444,1.4446482,2.1745939,1.8972934,1.8906493,1.3103479,0.45766844,0.12263292,0.0066441,0.27730055,0.00329,0.00048679,0,0.001507679,0,0,0.000012581,0.0000048,0.00008125,0,0,0.001261,0.0631875,0.149168,0.0193455,0.00467325,0.00091143,0.0135785,0.007467,0.016861,0,0.0002498,0.00064935,0,0.00049984,0.000099495,0.00003188,0.000578,-0.39876502,-0.041585907,0.21766763,-0.42488051,-0.078443746,0.024518263,-0.096040756,-0.66220867,-0.030199001,0.36475024,0.078283018,-0.19208151,0.11027526
1991,0.80674072,-0.81487245,0.15460375,1.4670094,2.2088808,1.9210736,1.914101,1.3279065,0.46154394,0.12465054,0.006972665,0.2878072,0.00337,0.000508642,0,0.001607252,0,0,0.000014421,0.0000144,0.00008775,0,0,0.0013702,0.0650375,0.154016,0.02109,0.00482205,0.0009981,0.013728,0.007674,0.018088,0,0.0003392,0.00073455,0,0.00056096,0.00010758,0.000032755,0.0005785,-0.39684054,-0.042465617,0.21661302,-0.42433434,-0.079142768,0.033451032,-0.10096187,-0.66700402,-0.036310022,0.36860411,0.078950384,-0.20192374,0.11265242
1992,0.18316716,-1.4197527,0.12536562,1.4775542,2.2359434,1.9390856,1.9317701,1.3409723,0.46457339,0.12622447,0.007315428,0.29685784,0.00345,0.000533,0,0.001710342,0,0,0.000016215,0.0000296,0.00009425,2.11E-08,0,0.001482,0.0662375,0.158208,0.022788,0.0049569,0.00108423,0.0137475,0.007854,0.019343,0,0.0004848,0.00081375,0,0.000612,0.0001155,0.000033655,0.000579,-0.39602295,-0.042460351,0.20698531,-0.4192066,-0.079893144,0.04253933,-0.1039875,-0.67157527,-0.042979945,0.37075724,0.079472098,-0.20797499,0.10993462
1993,0.8971375,-0.68190161,0.08502375,1.4940154,2.2596987,1.9560828,1.9483979,1.354375,0.4662739,0.127749,0.007684986,0.30361589,0.00353,0.000559,0,0.00181695,0,0,1.86E-05,0.00006,0.000104,6.28E-08,0,0.0015964,0.0669375,0.161536,0.0240705,0.00507005,0.00116901,0.013637,0.00783,0.020428,0,0.0006789,0.00087555,0,0.00064688,0.000122925,0.00003458,0.000579,-0.39535756,-0.042239589,0.1978419,-0.41100745,-0.08063523,0.042705748,-0.10202295,-0.67235419,-0.049030612,0.37108616,0.079764967,-0.2040459,0.10425375
1994,1.436801,-0.13151203,0.04853625,1.5197768,2.2886238,1.9801749,1.9720737,1.3745818,0.46805929,0.12943256,0.008101215,0.30844889,0.00361,0.000585,0,0.001927076,0,0,2.20E-05,0.00012,0.00012025,9.12E-07,0,0.001716,0.067375,0.164192,0.0247035,0.0051553,0.00125226,0.0135655,0.00756,0.02132,0.00007973,0.0008974,0.000927,0,0.00067648,0.00012969,0.00003553,0.0005795,-0.39218229,-0.042838711,0.19168835,-0.40212707,-0.081425509,0.044042077,-0.10152143,-0.67150917,-0.055164592,0.37143622,0.080072473,-0.20304285,0.10154317
1995,1.6412118,0.058691094,0.02604875,1.556472,2.3219854,2.0104168,2.0018007,1.400075,0.47007482,0.13165093,0.00861607,0.31156862,0.00369,0.000611,0,0.00204072,0,0,0.000034569,0.0002632,0.00014625,2.53E-06,0,0.0018278,0.067375,0.166256,0.025038,0.0052173,0.00133191,0.0134615,0.006954,0.02209,0.00026803,0.0011316,0.0009741,0,0.00071856,0.000136125,0.0000365,0.00058,-0.38560364,-0.043998277,0.19235324,-0.39494879,-0.082321534,0.04384,-0.10052827,-0.67159422,-0.060353742,0.37184501,0.080419628,-0.20105655,0.10083005
1996,1.7378777,0.12380568,0.019718125,1.5943539,2.3532368,2.0389871,2.0297115,1.4241974,0.47145507,0.13405903,0.009275646,0.31424963,0.003765,0.000637,0,0.00217712,0,0,6.25E-05,0.0005048,0.0001885,3.72E-06,0,0.001937,0.0672375,0.168016,0.025152,0.00525915,0.00140229,0.013364,0.0062454,0.02317,0.00050218,0.0013636,0.00101745,0,0.00076432,0.000140745,0.000034995,0.00058,-0.37798251,-0.045344622,0.19881725,-0.39046823,-0.083612164,0.041898582,-0.099273333,-0.6732308,-0.06358219,0.37208984,0.08065737,-0.19854667,0.10171206
1997,1.8156668,0.15327859,0.04291875,1.6194694,2.3851803,2.068861,2.058794,1.4491927,0.47326497,0.13633628,0.010066984,0.31631932,0.00384,0.000663,0,0.002334518,0,0,9.91E-05,0.0008272,0.0002405,6.02E-06,0,0.0020566,0.06705,0.169328,0.025104,0.00528395,0.00145845,0.0132535,0.0054729,0.02439,0.00077322,0.0015878,0.0010668,0,0.000796,0.0001419,0.0000328,0.00058,-0.38198734,-0.046586368,0.19751404,-0.3875598,-0.085734441,0.038557508,-0.098178287,-0.67586123,-0.06523455,0.37244438,0.080969137,-0.19635657,0.1003153
1998,1.9242133,0.18754943,0.09258375,1.6440801,2.4245114,2.1070132,2.096067,1.4810336,0.47623115,0.13880228,0.010946169,0.31749821,0.00392,0.000689,0,0.002491915,0,0,0.000148914,0.0012336,0.0002925,9.64E-06,0,0.0021606,0.0667375,0.170368,0.025035,0.00529325,0.00150165,0.013117,0.0046689,0.02527,0.00103278,0.0017892,0.00111255,0,0.00081808,0.000140745,0.00003355,0.00058,-0.39451503,-0.047069592,0.19000596,-0.385373,-0.088767463,0.033854966,-0.097165908,-0.6783763,-0.065072427,0.37309446,0.081480105,-0.19433182,0.097289676
1999,2.0332219,0.21633693,0.14625187,1.6706331,2.4608698,2.1423372,2.1304322,1.5106359,0.47868222,0.1411141,0.011904978,0.31853266,0.004,0.000715,0,0.002649313,4.97E-07,0,0.000219915,0.0017088,0.0003445,1.54E-05,0,0.0022516,0.0663,0.171184,0.0249045,0.00529325,0.00153495,0.01302015,0.0039363,0.02634,0.00128884,0.0019876,0.00115065,0,0.00083856,0.00013926,0.0000346,0.00058,-0.40425484,-0.046596046,0.18687991,-0.38406894,-0.092510096,0.028281264,-0.096240936,-0.68114167,-0.063483338,0.37361158,0.08190236,-0.19248187,0.095610996
2000,2.0961904,0.22867443,0.18119062,1.6863253,2.4875666,2.1680058,2.1550554,1.5327048,0.47934927,0.14300134,0.01295038,0.31956078,0.004075,0.000741,0,0.002806711,5.37E-06,0,0.000305452,0.0022344,0.0003965,2.51E-05,0,0.0023608,0.0658625,0.171856,0.0247545,0.00528705,0.00156069,0.0129181,0.0032898,0.02748,0.0015505,0.002208,0.0011859,0,0.00085728,0.00013761,0.000032845,0.00058,-0.41278407,-0.046678464,0.18698191,-0.38389865,-0.096584526,0.023582997,-0.09618734,-0.68608614,-0.061150577,0.37367205,0.082017279,-0.19237468,0.095464877
2001,2.1279809,0.23244422,0.19056187,1.7049748,2.5146735,2.1943428,2.1801619,1.5559009,0.4792313,0.1450297,0.014180869,0.32033076,0.00415,0.000766999,1.95E-06,0.002964108,3.16E-05,0,0.000396152,0.0028016,0.000446886,3.92E-05,0.000104522,0.0024778,0.065475,0.172432,0.024621,0.0052762,0.00158076,0.012792,0.0027471,0.02839,0.0017773,0.002407,0.00121365,0,0.00087456,0.0001353,0.00002889,0.00058,-0.41758063,-0.047846594,0.18939129,-0.38616378,-0.098806372,0.022813411,-0.096968585,-0.69071311,-0.059239253,0.37353191,0.081996954,-0.19393717,0.096242608
2002,2.1453595,0.23244422,0.17415125,1.7387641,2.549346,2.2283175,2.2127222,1.5854995,0.47978539,0.14743728,0.015595308,0.32102852,0.004225,0.000793324,5.88E-06,0.003121506,7.92E-05,2.96E-06,0.000490602,0.0034184,0.000500933,5.42E-05,0.000311056,0.0025922,0.065025,0.172784,0.0244785,0.0052638,0.00159642,0.01266005,0.0022884,0.02949,0.0019852,0.002595,0.0012336,0,0.0008904,0.00013266,0.00002549,0.00058,-0.41749013,-0.049021145,0.19379061,-0.39015976,-0.099147267,0.024874314,-0.097826878,-0.69330311,-0.057498573,0.37391377,0.082092416,-0.19565376,0.097357427
2003,2.1378986,0.23244422,0.13018687,1.7752675,2.5865574,2.2652763,2.2481923,1.6175545,0.48074821,0.14988963,0.017083966,0.32128113,0.004299152,0.000820285,9.56E-06,0.003278904,0.00013392,1.17E-05,0.000598771,0.0040704,0.000565359,7.13E-05,0.000512873,0.0027118,0.0644875,0.172816,0.024279,0.0052514,0.00160848,0.01252225,0.0019068,0.03059,0.0021791,0.002751,0.00125085,0,0.00090496,0.000129855,0.00002394,0.00058,-0.41820944,-0.049654951,0.19680419,-0.3941001,-0.099488361,0.026929382,-0.098699599,-0.695994,-0.055112283,0.37474985,0.082258298,-0.1973992,0.098416856
2004,2.1258179,0.23244422,0.086078125,1.8072955,2.6196519,2.2983952,2.2797418,1.6467939,0.48086234,0.15208552,0.018653392,0.3212567,0.004377195,0.000847858,1.29E-05,0.003436301,0.000194381,2.58E-05,0.000717704,0.004764,0.000639868,9.54E-05,0.000710546,0.0028314,0.0640125,0.172768,0.024036,0.005239,0.00161784,0.01240005,0.0015885,0.03149,0.0023247,0.00287,0.0012621,0,0.0009184,0.00012672,0.000022885,0.00058,-0.41940487,-0.049885132,0.19893538,-0.3980343,-0.099829472,0.028976828,-0.09956817,-0.69866749,-0.052266604,0.37536842,0.082277961,-0.19913634,0.099472619
2005,2.0818331,0.18401834,0.059268125,1.8385466,2.6513159,2.3301702,2.3098871,1.675125,0.48036474,0.15439741,0.020283103,0.32114562,0.004454708,0.000876018,1.63E-05,0.003593455,0.000259513,4.49E-05,0.000834021,0.0054976,0.000724224,0.000126803,0.000904534,0.002951,0.063525,0.172608,0.023793,0.00522505,0.00162513,0.01227655,0.0013245,0.03245,0.0024073,0.002988,0.00126795,0,0.00093056,0.000123255,0.00002133,0.00058,-0.42002688,-0.050044029,0.20040669,-0.40083222,-0.09997772,0.030420408,-0.1,-0.70043266,-0.049712307,0.37583022,0.082192229,-0.20082488,0.10020504
2006,1.982861,0.06779623,0.043176875,1.8718879,2.6833877,2.3628992,2.3409811,1.7035227,0.48065762,0.15680074,0.021918132,0.32048844,0.004531678,0.000904742,1.99E-05,0.003752212,0.000328415,0.000068812,0.000952783,0.0062088,0.000818213,0.000164195,0.001095216,0.0030732,0.062825,0.172,0.023544,0.0052111,0.00163062,0.01214655,0.0011112,0.03354,0.0024738,0.003073,0.0012723,0,0.0009416,0.00011979,0.00001948,0.00058,-0.41993503,-0.050061417,0.20056282,-0.40135794,-0.09973946,0.030660975,-0.1,-0.70040009,-0.04776609,0.37649264,0.08224269,-0.20242699,0.10029314
2007,1.9369348,0,0.032265625,1.9046692,2.7147204,2.3951904,2.3715933,1.7308597,0.48173254,0.159001,0.023597136,0.31952996,0.004615423,0.000933687,2.36E-05,0.003910432,0.000400353,9.72E-05,0.001068272,0.0069064,0.00090906,0.000206809,0.00131497,0.003211,0.0619875,0.171104,0.0232785,0.0051956,0.00163458,0.011999,0.0009366,0.03478,0.0025508,0.003125,0.00127275,0,0.00095152,0.00011616,0.000017945,0.00058,-0.41966832,-0.05000822,0.2000615,-0.40072485,-0.099304902,0.03030815,-0.1,-0.69946049,-0.046108334,0.37663272,0.082427889,-0.2039338,0.10005916
2008,1.9639063,0,0.025655,1.9382513,2.7472596,2.4286392,2.403319,1.7590634,0.48301162,0.16124403,0.025320181,0.31862041,0.004713251,0.000962526,2.73E-05,0.00406392,0.000474874,0.000129674,0.00116739,0.00759493,0.000984138,0.000255249,0.001592466,0.003354427,0.06115,0.170176,0.023016,0.00517855,0.00163728,0.0118248,0.0007938,0.0361,0.0026334,0.003173,0.00126765,0,0.00096016,0.000112365,0.000017405,0.00058,-0.41935505,-0.049955159,0.19955905,-0.40005836,-0.098866163,0.029965586,-0.1,-0.69850541,-0.044375283,0.37609983,0.082648268,-0.20534529,0.099824592
2009,2.0462718,0,0.07252875,1.9737431,2.7813625,2.4637192,2.4366611,1.7886708,0.48445983,0.16353049,0.027058086,0.31764325,0.004825122,0.000991262,3.12E-05,0.004212702,0.000551505,0.000166103,0.001250544,0.008261956,0.001043334,0.000309345,0.001920558,0.003494504,0.060258057,0.16913312,0.022745974,0.005161942,0.001638973,0.011606716,0.000676442,0.037446032,0.002714646,0.003334027,0.001255905,0,0.000966768,0.000108588,1.60E-05,0.000580078,-0.41902445,-0.049902149,0.19905569,-0.39937857,-0.098425844,0.029626424,-0.1,-0.69754328,-0.042477354,0.3755998,0.082897797,-0.20666145,0.099589537
2010,2.1568101,0,0.14625187,2.0105582,2.8153963,2.4987989,2.4699585,1.818151,0.485948,0.16585952,0.028840314,0.31659745,0.004951008,0.001019892,3.50E-05,0.004356777,0.00062972,0.000206187,0.001318117,0.008932726,0.001086648,0.000368923,0.002292675,0.00364263,0.0593242,0.167986,0.022470576,0.005144099,0.001639914,0.011345708,0.000579776,0.038808243,0.00279358,0.003596581,0.001238171,0,0.000971435,0.000104669,1.43E-05,0.000580191,-0.41763601,-0.049858493,0.19842379,-0.39765139,-0.097942591,0.029392678,-0.1,-0.69626491,-0.040588243,0.37510347,0.08315422,-0.20788947,0.099282812
2011,2.2303296,0,0.18119062,2.0491389,2.8487831,2.5332627,2.5026013,1.846895,0.48747502,0.16823137,0.030661339,0.31552039,0.005090908,0.001048416,3.89E-05,0.004496163,0.000709225,0.000249701,0.001370641,0.009606996,0.001114385,0.000433823,0.002703358,0.003798801,0.058390405,0.16679328,0.022195147,0.00512606,0.001640357,0.011061416,0.000496299,0.040226289,0.0028726,0.003831527,0.001217219,0,0.000974988,0.000100768,1.38E-05,0.000580244,-0.41413186,-0.049833544,0.19753481,-0.39382942,-0.09737347,0.029369766,-0.1,-0.69435208,-0.03898313,0.37461659,0.083417344,-0.20904376,0.098832746
2012,2.2792009,0,0.19056187,2.088639,2.88155,2.5671472,2.5346849,1.8752016,0.48887788,0.17060541,0.032462253,0.31440283,0.005238033,0.001076918,4.27E-05,0.004626216,0.000806238,0.000293853,0.001415452,0.010263252,0.001134701,0.000497098,0.003107069,0.003960687,0.057457736,0.16555552,0.021919391,0.005107914,0.001640429,0.010755372,0.000423653,0.041692867,0.00295032,0.004037848,0.00119357,0,0.000977447,9.69E-05,1.36E-05,0.000580268,-0.40956985,-0.049817948,0.19651729,-0.38896005,-0.096761415,0.02945227,-0.1,-0.692115,-0.037065347,0.37400066,0.083659085,-0.21013152,0.098311009
2013,2.3014953,0,0.17415125,2.1273441,2.9135112,2.6002611,2.5660729,1.9031295,0.49000329,0.1729401,0.034188206,0.31325014,0.005385595,0.001105479,4.63E-05,0.004742308,0.000933972,0.000336022,0.001459633,0.010881418,0.001155592,0.000552001,0.003463915,0.00412596,0.056527911,0.16427898,0.021644865,0.005089709,0.001640222,0.010428896,0.000364265,0.043201522,0.003025545,0.004214775,0.00116769,0,0.000978893,9.31E-05,0.000013487,0.000580279,-0.40500785,-0.049802353,0.19549977,-0.38409068,-0.09614936,0.029534774,-0.1,-0.68986723,-0.034998552,0.3732169,0.083853019,-0.21115274,0.097789273
2014,2.295253,0,0.13018687,2.1650662,2.9448135,2.6327515,2.5969089,1.9307873,0.49088641,0.17523521,0.035842621,0.31206195,0.005533593,0.001134101,4.96E-05,0.004844491,0.001086782,0.000376334,0.001503212,0.011464232,0.001177049,0.000598779,0.003779787,0.004294618,0.055602586,0.16296952,0.021372452,0.005071486,0.001639806,0.010083248,0.000315712,0.044745801,0.003097179,0.004361699,0.001139992,0,0.000979399,8.94E-05,1.34E-05,0.000580285,-0.40044584,-0.049786757,0.19448225,-0.37922131,-0.095537305,0.029617278,-0.1,-0.68760866,-0.033229634,0.37237154,0.084005206,-0.21210744,0.097267537
2015,2.2882061,0,0.086078125,2.202128,2.9755374,2.6646976,2.6272685,1.9582157,0.49156227,0.17749052,0.037429139,0.31083975,0.005682029,0.001162783,5.27E-05,0.004932819,0.001260093,0.000414909,0.001546216,0.012014289,0.001199063,0.000637668,0.00405987,0.00446666,0.054683555,0.16163292,0.021102748,0.00505328,0.001639232,0.009719684,0.000276021,0.046320454,0.003164321,0.004478246,0.001110847,0,0.000979041,8.57E-05,0.000013396,0.000580287,-0.39588384,-0.049771162,0.19346473,-0.37435194,-0.09492525,0.029699782,-0.1,-0.68533917,-0.031531815,0.37147358,0.084121679,-0.2129956,0.0967458
2016,2.2977981,0,0.059268125,2.2385299,3.0056399,2.696069,2.6571179,1.9853618,0.49205011,0.17970596,0.038951115,0.30957086,0.005830901,0.001191524,5.56E-05,0.005007343,0.001450151,0.000451855,0.001588663,0.012533859,0.001221625,0.000668899,0.004308614,0.004642086,0.053771381,0.16027306,0.020835931,0.005035099,0.001638539,0.009339042,0.000234756,0.047920406,0.003226173,0.004564172,0.001080572,0,0.000977878,8.21E-05,1.14E-05,0.000580288,-0.39132183,-0.049755566,0.19244721,-0.36948257,-0.094313195,0.029782286,-0.1,-0.68305865,-0.029869991,0.37052796,0.08420575,-0.21381722,0.096224064
2017,2.3173997,0,0.043176875,2.2742228,3.035056,2.7267922,2.6863806,2.0121411,0.4923577,0.18188181,0.040411597,0.30826378,0.005980209,0.001220326,5.82E-05,0.005068111,0.001653858,0.000487269,0.001630564,0.013024921,0.001244718,0.000692689,0.004529827,0.004820893,0.052865733,0.15889232,0.020571917,0.005016945,0.001637755,0.008957545,0.000192186,0.049532248,0.003282594,0.004621209,0.001049428,0,0.000975952,7.87E-05,0.000008987,0.000580289,-0.38675983,-0.049739971,0.19142969,-0.3646132,-0.09370114,0.02986479,-0.1,-0.68076697,-0.028231808,0.36953669,0.084258758,-0.21457231,0.095702327
2018,2.3414791,0,0.032265625,2.3092135,3.0637892,2.7568565,2.7150429,2.0385295,0.49249489,0.18401851,0.041813606,0.30693272,0.006129954,0.001249188,6.06E-05,0.005115171,0.001868685,0.000521243,0.00167193,0.013489334,0.00126833,0.00070925,0.004726851,0.005003082,0.051966557,0.1574932,0.020310642,0.004998811,0.001636906,0.008590849,0.000157299,0.05113663,0.003334057,0.004652838,0.001017652,0,0.000973309,7.53E-05,8.39E-06,0.000580289,-0.38219782,-0.049724376,0.19041218,-0.35974383,-0.093089085,0.029947294,-0.1,-0.67846402,-0.026618259,0.3685023,0.084282402,-0.21526087,0.095180591
