2185,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2186,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2187,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2188,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2189,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2190,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2191,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2192,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2193,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2194,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2195,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2196,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2197,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2198,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2199,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2200,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2201,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2202,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2203,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2204,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2205,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2206,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2207,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2208,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2209,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2210,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2211,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2212,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2213,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2214,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2215,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2216,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2217,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2218,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2219,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2220,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2221,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2222,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.003505438,0.000155911,0.003373872,0.004676084,0.001461964,0.007195623,0.048952502,0.01577769,1.74E-05,0.007312571,0.01491876,0.002132195,0.030951402,0.002909261,0.00288241,0.001485868,1.49E-05,2.13E-16,9.13E-06,1.90E-05,8.08E-06,5.58E-07,0,0.000107915,5.84E-08,1.46E-06,0.000580289,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
